0,C1,C2,C3,C4,W1,W2,W3,W4,L1,L2,L3,L4,R,pi1,pi2,pi3,pi4,Y1,Y2,Y3,Y4,S1,S2,S3,S4,LevF1,LevF2,LevF3,LevF4,I1,I2,I3,I4,LevE1,LevE2,LevE3,RE1,RE2,RE3,RE4
Sep-88,1.491120765,0.70287682,1.514846526,0.652723402,1.701457212,0.087995734,1.75818124,0.4672952,0.426490824,-0.169463396,-0.059775526,-0.087923265,0.653920008,1.150865581,0.678065049,0.431882379,0.584398456,0.953070589,1.167517176,1.248441285,1.258754831,0.074134615,0.052403846,-0.00625,0.079519231,0.091433159,-3.535964254,-0.99464125,-22.47729514,1.108836699,-1.229091445,-0.402955108,-0.827297066,-6.197864964,-4.957795169,-5.920609936,0.413969368,0.058367652,0.368038583,0.155133635
Dec-88,1.625747488,1.219085598,1.662585571,0.591035415,1.125168055,-0.01099328,1.445429999,0.547313521,0.53149199,0.076240172,0.448478649,0.532104501,1.269656747,-0.351925237,-0.186995302,-0.280841886,-0.316874815,1.292920611,1.681481829,1.265747263,1.595179612,-0.095865385,-0.067596154,0.19375,-0.020480769,3.381901253,-3.927665824,2.685465646,-20.97104367,1.410429491,-1.093853683,-0.054399636,6.464588353,-4.740405648,-4.449458809,-4.701827194,0.243207824,0.318640235,0.215667889,0.336237943
Mar-89,1.006382357,0.524307138,1.275124396,0.187543497,-0.018151169,-0.389690693,1.540099375,0.244442976,1.321930502,0.272783694,0.778818885,0.747766117,2.42509425,1.107622985,0.492499352,-0.022349422,0.90939905,1.068247853,1.565317313,0.955197986,1.410372732,0.014134615,0.002403846,-0.24625,-0.020480769,-2.833212433,-6.649879815,-1.308618228,-21.59799397,0.92289104,1.531641258,0.033920508,-2.205504969,-4.795007421,-4.429397981,-4.634687946,0.343353642,0.380008051,0.443177781,0.546196256
Jun-89,0.337618794,-0.061340679,0.456527405,-0.490113866,-1.208878537,-1.112322292,1.070196105,-0.139210624,0.294953357,0.598460126,0.823669583,0.830432251,2.192964522,0.510297831,-0.637779973,-0.075607931,-0.752240422,0.561963495,0.516750176,-0.00470251,-0.144597743,-0.105865385,0.002403846,0.04375,0.069519231,-0.799226933,-7.38936736,-0.761211275,-0.625838855,-0.30277039,-0.905260964,-0.168368038,0.917073263,-4.238532232,-4.287009354,-4.237476684,-0.215133516,-0.126690543,-0.148786481,-0.144177139
Sep-89,0.915432176,0.572487752,1.148506342,-0.104170538,-1.499065693,-1.125821056,1.075720739,0.115676013,0.530018858,0.261691478,0.799726391,0.767321328,1.794483886,-0.790910274,-1.116299934,-1.041799337,-0.849756201,0.857385524,-0.690617685,-1.29245826,-1.53351398,-0.035865385,0.012403846,-0.03625,0.029519231,-0.655567104,-5.212913089,-1.401576901,-4.659346819,0.87054365,-2.693645752,2.109452065,-12.79157319,-3.512837855,-3.948306789,-3.652761448,-0.252008588,-0.190854698,-0.149856622,-0.154409325
Dec-89,0.463784113,-0.035389009,1.482348013,0.050728966,-1.23317066,-1.150939762,1.979427696,0.351095296,-0.257569486,0.411238836,0.910937577,0.707916587,1.359498063,-0.754767558,-0.158185468,0.77065685,0.162369263,0.156265958,-0.647981477,-1.437886249,-2.058420966,0.534134615,0.642403846,0.89375,1.219519231,5.312099399,-3.046479955,4.833808218,22.52519559,-1.743576226,-4.814333548,-0.359263971,9.811698029,-2.685207646,-3.486813013,-2.973621121,-0.256892052,-0.201804381,-0.189571377,-0.173937277
Mar-90,-0.28486678,-0.207089338,-0.03617295,-0.982636417,-0.96903664,-0.500900604,1.568982328,0.13577059,0.606166023,1.157576754,1.311631796,1.178076499,1.346731219,1.436113892,2.029715733,1.327709119,1.468310228,-0.430158404,-0.454548223,-1.423758204,-1.723776753,0.364134615,0.552403846,0.29375,0.959519231,0.363154185,19.10117385,1.969785161,7.95462387,-2.544526069,-5.514531047,-1.194003143,1.174239007,-1.838713444,-2.422387234,-1.980262075,0.220753121,0.201259724,0.32262418,0.377898539
Jun-90,-0.26821724,-0.405317695,-0.093150608,0.011074532,-0.328608318,-1.133301452,0.677844065,-0.150358672,0.354392115,0.680544199,1.16571869,0.591938012,1.534057836,1.283237721,0.901614656,0.39527755,1.577699182,-0.320956131,-0.267087307,-1.253176957,-1.739247448,0.374134615,0.572403846,0.62375,1.049519231,3.415053553,14.50805323,3.800550051,6.900948044,-5.898006586,-5.946145377,-3.990275833,-12.99919669,-1.762071657,-2.600652377,-1.982493735,0.321624515,0.409263063,0.287403457,0.261866365
Sep-90,-0.637200745,-0.766657414,-0.532366081,0.09769347,-0.031341495,-1.348151688,0.171128876,-0.415518724,-0.534902798,0.63862808,0.529265576,-0.418819568,1.638510688,0.383025064,0.17146436,1.55555478,0.121518975,-1.106836118,-0.54317418,-1.567888749,-2.267391076,0.304134615,0.182403846,0.14375,0.179519231,2.756645646,13.87896613,2.987639051,5.69065633,-7.892012477,-9.230040566,-4.219833998,-6.860874576,-0.906558526,-3.008979147,-1.49405383,0.836281744,0.98300529,0.765238222,0.798498257
Dec-90,-2.109822674,-2.174128892,-2.087098454,-0.80202113,-0.347826091,-1.636468253,-0.517482905,-0.775103233,-0.723278381,0.541384581,-0.138344438,-1.84760672,0.956163762,-0.021538344,-1.04618314,0.089284778,-0.939919626,-2.951857681,-2.977444783,-3.816051828,-4.677828886,0.414134615,0.402403846,0.64375,0.529519231,4.614512027,14.95859932,4.401270143,32.14550571,-11.52840035,-16.60692761,-6.752833997,3.01415209,-0.890517863,-3.262338901,-1.526886616,0.725083408,1.033030274,0.406420617,0.378162606
Mar-91,-2.965431154,-3.12443076,-2.46339351,-1.235869539,-0.941961802,-2.198733515,-1.181665962,-1.309102566,-2.55031493,0.321830848,-1.009567753,-3.529837743,-0.017933022,1.127437363,0.906115093,1.252575822,0.495751982,-4.161534304,-4.971598765,-6.421783822,-7.646736026,0.394134615,0.442403846,0.19375,0.569519231,1.429245826,10.23936466,2.648896957,25.49642816,-15.79996527,-21.47809108,-10.02072473,-18.22352444,-0.793083822,-3.484520159,-1.507014775,0.48786543,0.669267504,0.360764508,0.37072874
Jun-91,-2.773539087,-3.07042258,-2.299442115,-0.856207428,-0.147731872,-1.864751612,-1.782002539,-1.191439392,-1.63249366,0.099844598,-1.575694949,-4.30708386,-0.019327349,-0.234162116,0.010792367,-0.430551973,-0.060477305,-4.077860379,-4.767178471,-6.395849275,-7.816167636,0.744134615,0.652403846,0.70375,1.019519231,3.351861226,8.05850408,3.447047959,19.80205146,-17.10918816,-22.6975124,-12.30678509,-31.40215112,-0.513984757,-3.390242224,-1.273157752,0.464010555,0.481000826,0.50782975,0.545829636
Sep-91,-3.139408288,-3.216487887,-2.730722101,-1.28672587,-0.300263971,-1.964573715,-2.300699609,-1.642366816,-1.639321086,0.056408088,-1.906598536,-4.606734231,-0.253555692,0.106089789,0.89504909,0.459764937,0.646340337,-4.352728505,-4.258340952,-5.721726487,-6.772030494,0.894134615,0.682403846,0.65375,1.059519231,1.503366452,2.60861643,2.30569215,26.23612975,-18.21296871,-21.1329582,-14.93259447,-25.36585811,1.060286072,-3.655604944,-0.252558115,0.122596613,0.147095791,0.166950719,0.182866565
Dec-91,-3.689567027,-3.297717678,-3.95169852,-1.133674781,-0.099838943,-2.318735659,-2.625573147,-1.803553813,-1.54539497,-0.228167932,-2.261514908,-5.316161567,-1.066142449,-0.587786072,-0.238855128,-0.326703501,0.105843709,-4.515805341,-4.68578808,-6.032275763,-7.125269768,1.094134615,0.632403846,0.85375,0.819519231,2.551813096,3.729318582,2.673652145,28.42378291,-19.31607616,-18.02817848,-16.76298855,-34.31545883,1.801117733,-3.712984883,0.218773706,-0.017588572,0.026117328,-0.022855603,-0.019100345
Mar-92,-3.217631874,-2.192148819,-3.562381021,-0.90860262,0.82083052,-2.337192482,-2.95259067,-1.995036917,-1.709246745,0.21558329,-2.564712291,-5.824989875,-1.322453543,-0.786748451,0.651086463,-0.537760643,0.8405808,-4.687650444,-6.045158593,-6.829706687,-7.651367883,0.704134615,0.472403846,0.24375,0.729519231,2.211111322,0.148013278,2.503704739,-18.20854246,-20.08333807,-21.65867507,-18.96665279,0.865161248,5.926153612,-3.589043802,3.106712533,0.0821662,0.036538429,0.147323423,0.128874743
Jun-92,-3.788869783,-2.747482594,-4.156537823,-1.363908868,0.622519913,-2.380604985,-2.811236286,-2.201906957,-2.144557324,0.587760684,-2.581241865,-5.811867077,-1.367188559,-0.2632151,-0.85011216,-0.467811095,-1.013867902,-4.574337607,-4.619734966,-5.694973863,-6.477039959,0.254134615,0.162403846,0.21375,0.279519231,3.200584593,-2.239115149,1.046183028,-12.78010294,-17.8325684,-16.59117282,-17.02298433,1.14836061,6.443056985,-3.277110628,3.579520621,-0.009416878,0.026815763,0.056414721,0.015749602
Sep-92,-3.216940988,-1.907368054,-3.944068314,-0.717367333,1.21703205,-2.538103461,-4.254238249,-2.164993219,-1.92338755,0.324821101,-2.687817589,-6.003092254,-1.754220547,-0.78535697,-0.457782414,-0.936991812,-0.394419152,-4.097304756,-4.288852436,-5.694266559,-6.16838725,0.374134615,0.332403846,0.31375,0.519519231,-1.540975863,-3.723787489,-2.195841794,-9.164477988,-17.03241385,-16.24008994,-15.95641172,-2.297618295,7.242536287,-3.498148268,4.030483902,-0.333666966,-0.364616836,-0.236746864,-0.26959854
Dec-92,-2.538512634,-1.211520913,-3.334972798,-0.031390676,0.729091108,-2.800410801,-3.991500796,-2.332265071,-1.731573533,0.070427917,-2.537757168,-5.604839488,-1.926568065,-0.289180856,-0.224482068,0.480220628,-0.091600514,-3.473365289,-3.666384411,-5.226249365,-6.200894591,0.144134615,0.212403846,0.40375,0.359519231,-3.34016848,-3.544373822,-2.792328525,-22.47657383,-14.6734587,-13.80015886,-14.12313435,0.667863227,8.046949368,-3.405125135,4.605978113,-0.04190734,-0.009342296,-0.083361744,-0.088302299
Mar-93,-2.66377989,-1.379690369,-3.616376322,-0.076745222,-0.110192599,-2.920767993,-3.909302132,-2.249065444,-1.308845404,-0.190980572,-2.414586674,-5.143936919,-1.676153285,-0.09146667,-0.504385446,-0.260181319,-0.538269678,-3.617151437,-3.503034627,-5.080830162,-5.74478575,-0.045865385,0.042403846,-0.14625,0.169519231,-2.982073668,-5.749746477,-4.120194237,-2.809927241,-14.53269327,-12.15621631,-14.17769211,-5.646087645,9.032024469,-4.017237827,5.109277225,-0.605252731,-0.638715659,-0.504482367,-0.501325793
Jun-93,-2.833207675,-1.370697799,-3.803160267,-0.547101978,-0.745335887,-2.828727607,-4.499992576,-2.787862847,-0.820235553,0.143602592,-2.070949795,-4.886794482,-1.63369427,-0.191261882,-0.246653897,0.069913292,0.043810948,-3.944903176,-4.234099366,-5.405495792,-6.115520418,-0.175865385,-0.137596154,-0.11625,-0.070480769,-0.305008673,-5.697276911,-3.152220151,-7.983652857,-13.56332329,-12.64517082,-13.05115674,4.774470308,9.086719925,-4.59553097,4.970118111,-0.594791683,-0.644086126,-0.541109076,-0.499577949
Sep-93,-2.136487219,-0.829436301,-3.055052931,0.246149633,-1.131396247,-2.566642497,-4.928438074,-2.954906959,0.492364223,-0.262588654,-1.776758919,-4.34173072,-1.538861492,-0.480571421,-0.737058214,-1.176023695,-0.694723512,-3.649387362,-4.22299164,-5.576682723,-6.487323057,-0.325865385,-0.227596154,-0.25625,-0.210480769,-3.40188506,-5.816790325,-3.929799538,-1.9449655,-12.27119479,-13.25226796,-12.69440534,-1.777605348,8.973507746,-5.28956137,4.680796661,-1.241234452,-1.296403705,-1.153926916,-1.103654367
Dec-93,-2.264254671,-0.98734292,-3.228263972,-0.03330338,-1.764815266,-2.314296303,-4.734594636,-3.118690648,0.480306524,-0.03894489,-1.353605885,-3.467483815,-1.65030436,-0.062818062,-0.649524783,0.456731081,-1.169241152,-3.287126268,-3.482781245,-4.680484112,-5.409718101,-0.405865385,-0.257596154,-0.08625,-0.180480769,-6.358614497,-4.916881184,-4.860835618,-10.63080453,-9.213224321,-9.268606156,-10.00081665,1.248505233,8.925965485,-5.776401707,4.531202467,-0.814919552,-0.896215845,-0.823282737,-0.803838412
Mar-94,-2.003742401,-0.789504514,-2.599458585,-0.03594359,-1.433933022,-2.382790266,-5.01778748,-3.264819792,1.243214412,0.018040436,-0.860979337,-2.709205314,-1.275710496,-0.083338399,0.22596387,-0.523851071,0.475500522,-3.018890099,-3.048435336,-4.107235077,-4.994010862,-0.535865385,-0.377596154,-0.51625,-0.390480769,-3.693032656,-3.695318676,-3.224695074,-8.386221863,-8.584022199,-6.04490858,-9.957027033,-0.735123816,8.528252254,-6.479517008,4.005433766,-0.305409725,-0.303259746,-0.248802185,-0.23972366
Jun-94,-1.881944807,-0.610788258,-2.282002064,0.068171934,-2.469069704,-2.570786172,-4.761737322,-3.456638884,1.938557808,-0.154198959,-0.315528796,-1.602528982,-0.391736083,-0.221680439,0.0408831,-0.207611326,-0.909767437,-2.154974298,-2.338608021,-2.956698223,-3.501067101,-0.645865385,-0.437596154,-0.42625,-0.440480769,-0.052315263,-4.688627107,-1.438452591,-3.88790211,-6.857499803,-1.13818824,-8.729975428,9.796405399,7.969449667,-7.154337018,3.376410847,0.278241612,0.273287527,0.290403645,0.329598705
Sep-94,-2.234712285,-0.741749294,-2.428342406,-0.28979056,-3.622141131,-2.546806806,-4.491990408,-3.76919389,1.650389952,0.206707558,0.237893047,-0.657271563,0.045760017,0.309149793,0.09444146,-0.154707061,-0.023210778,-2.682983886,-2.068695961,-2.273222681,-2.663005788,-0.765865385,-0.557596154,-0.57625,-0.670480769,-2.187487948,-4.958283414,-1.740656941,3.710757957,-7.094795721,-4.251189035,-8.405209131,7.123168963,7.2459182,-7.30962717,2.856320568,0.667171923,0.664438448,0.65537916,0.675187333
Dec-94,-2.149467411,-0.549363111,-2.122983281,-0.667797574,-3.914382097,-2.532517138,-4.703082198,-3.734171299,2.809466363,0.313551154,0.686196063,0.147631096,0.711163776,0.054188107,-0.368452009,-0.863030283,-0.243740114,-2.421820325,-0.829007176,-1.033843285,-0.951317832,-0.775865385,-0.587596154,-0.45625,-0.640480769,-2.016388951,-2.978037047,1.327025744,-14.83237187,-5.455870354,-0.742304998,-5.580317273,6.353393729,7.029399771,-7.556643217,2.677403134,0.842344771,0.811034685,0.826987264,0.84789487
Mar-95,-2.645922542,-1.118400014,-2.230506004,-0.738017785,-4.113502106,-2.662118292,-4.699812356,-3.853771996,2.148953185,0.136834491,0.998389246,0.534486273,1.178832566,0.339840345,0.703296452,1.197615035,0.779072891,-2.376309004,-0.306389384,-0.391549023,-0.318988472,-0.685865385,-0.517596154,-0.62625,-0.620480769,-0.838261485,-2.401012231,0.681067482,-3.582112285,-3.837680045,-0.492353136,-2.542252838,10.91483418,6.876926204,-7.547529888,2.586267534,0.494306737,0.443502632,0.475681251,0.488151972
Jun-95,-2.203613693,-0.569247613,-1.968213885,-0.1444852,-4.342517604,-2.665166858,-4.367800874,-3.848743925,1.433256677,-0.279223563,0.986944565,0.640280142,1.132679282,-0.128264656,-0.134375261,0.227039353,0.128449511,-2.532217031,-0.751486829,-0.745083582,-0.870320505,-0.815865385,-0.547596154,-0.55625,-0.710480769,1.026708162,-1.265599086,0.246081633,-10.01926796,-4.577880489,-3.742083032,-2.269236913,11.53417205,6.452854701,-7.630689434,2.310557163,-0.256922064,-0.328238213,-0.278602455,-0.294140639
Sep-95,-2.308533776,-0.657467374,-2.461672937,-0.360471192,-4.754546108,-2.455619568,-4.608846176,-3.697577696,1.176879607,-0.074398431,1.159725679,1.087046671,0.865880048,0.024777244,0.161693745,0.016578026,-0.299931343,-3.024251663,0.028566238,-0.400594544,-0.83792427,-0.645865385,-0.477596154,-0.48625,-0.560480769,0.363256284,-2.436441981,-0.220986241,-6.843039702,-4.465079135,-5.851433168,-2.911226426,21.82033703,6.266642517,-7.863006869,2.11598018,-0.18163046,-0.184545542,-0.206224728,-0.209387337
Dec-95,-2.025716199,-0.331087972,-2.218558869,-0.147400924,-4.750415801,-2.450570759,-5.496942507,-3.592276111,0.723736541,-0.445464899,1.187087312,1.240368031,0.600903064,0.222031993,-0.159906355,-0.437023162,-0.08838724,-2.728690858,-0.283529154,-0.341854119,-0.522224644,-0.695865385,-0.477596154,-0.38625,-0.600480769,-0.591603657,-0.447372607,0.8533101,-0.991073149,-3.19155954,-3.640876384,-1.936674365,24.78290264,6.272084038,-7.884963546,2.161313836,-0.579946699,-0.665571897,-0.597372317,-0.647808658
Mar-96,-2.112309385,-0.71620278,-2.424636171,-0.103404363,-4.674424445,-3.078174457,-4.972378656,-3.651954575,1.08361011,-0.237500811,1.425344688,1.686275978,0.249675356,0.544675292,0.081278439,0.576803926,-0.404570437,-2.802640223,-0.327535672,-0.15062802,-0.645577621,-0.625865385,-0.387596154,-0.44625,-0.480480769,-1.271332788,-1.008744422,-0.546121748,0.316446885,-2.462841689,-3.480881662,-1.52360716,21.94359904,6.420838015,-7.542020404,2.385117291,-0.001885515,-0.06135448,-0.01210308,0.000505729
Jun-96,-1.869296341,-0.310834767,-1.883123105,-0.254033989,-4.563295983,-1.5322631,-4.598683855,-3.263726951,2.262789105,-0.145685419,1.730580783,2.375217258,0.153748383,-0.195889228,-0.359151724,-0.124747431,0.494900612,-1.881699282,1.083519991,1.116378364,0.782586941,-0.655865385,-0.417596154,-0.43625,-0.540480769,-0.838182851,-0.86446257,-1.281121798,3.370361243,-0.697996338,0.541663064,-0.426318886,16.58014332,6.185948494,-7.405637951,2.232101808,0.402900829,0.34848549,0.359898482,0.385871037
Sep-96,-2.377824707,-0.463453955,-2.132295056,-0.7571224,-4.542591116,-1.354862907,-3.904468422,-3.077589781,2.631464474,0.168652228,1.937038561,2.942211725,0.134517559,-0.421270389,0.63760199,0.145773403,0.915913844,-1.833606011,1.548284152,1.818071786,2.029025451,-0.735865385,-0.427596154,-0.43625,-0.570480769,-1.318594949,-0.660189646,-1.124432645,12.14728595,0.59212181,4.211222745,1.527314853,18.64433546,5.883609004,-7.138202986,2.111613323,0.384761247,0.38436514,0.318955433,0.328602161
Dec-96,-2.503330514,-0.610472419,-2.116217704,-1.04008997,-5.201812541,-1.183034276,-4.36896837,-2.961229417,2.441613402,0.316597569,2.188539561,3.520216273,0.083282204,0.544268778,0.005204259,-0.308098135,0.420085515,-2.045538952,2.130980047,2.502127248,2.697099714,-0.775865385,-0.437596154,-0.36625,-0.600480769,-3.008360913,0.907961584,-2.216479206,3.531736889,0.833210799,2.850635757,2.556009141,10.81358072,5.127704433,-6.979578229,1.660095104,-0.046207161,-0.063516206,-0.0948341,-0.101227173
Mar-97,-2.56982638,-0.779330224,-2.431569232,-1.231174937,-5.51678758,-1.342841489,-3.887979977,-2.780095214,3.156005464,0.595130918,2.549138291,4.269293066,0.151257567,0.948827849,0.779669138,-0.044724389,0.687059769,-2.048074481,3.20787373,3.813751652,4.279480093,-0.705865385,-0.377596154,-0.42625,-0.520480769,-0.803432943,-0.558150946,-2.246145846,-1.157186209,1.021030744,3.941204207,3.077857897,18.99951212,4.431901745,-6.600447153,1.273866098,0.26985223,0.254800547,0.238428665,0.256251386
Jun-97,-2.895699119,-0.833955291,-2.959558686,-1.216677566,-5.424920638,-1.323327866,-3.201788205,-2.364783238,2.595158867,0.534707446,2.869895408,4.830409329,0.299606842,-0.67791936,-3.16E-05,-0.025399198,0.259943832,-1.310646084,3.758307934,4.709168893,5.421149405,-0.705865385,-0.357596154,-0.38625,-0.460480769,0.414307234,-0.260067555,-1.708215217,-0.788399801,2.199496961,9.255279566,4.338471588,23.47729906,3.40683285,-6.176891048,0.681028056,0.132824925,0.099314194,0.118701777,0.160969454
Sep-97,-2.043570703,0.05799736,-2.050872679,-0.800734497,-5.165822363,-1.116365019,-2.641361719,-1.908495703,3.209656773,0.579147025,3.164522895,5.656936802,0.269398689,-0.200683462,-0.63133551,-0.479585616,-0.275240666,-0.697412988,5.526081191,6.326855313,7.166933729,-0.615865385,-0.347596154,-0.35625,-0.460480769,-1.226441787,-0.386773658,-2.018707036,5.034621484,4.953965004,10.03186637,7.971374549,25.78425432,2.59379118,-5.706067362,0.284028277,-0.167572229,-0.160135724,-0.154205728,-0.137301509
